link,Bore(mm),Stroke(mm),Power(hp),Compression Ratio,Peak Torque(Nm),Length(mm),Width(mm),Height(mm),Fuel Tank (litres)
https://www.carlist.my/used-cars/mini-cooper-s-1-6-clubman-a-turbo-limited-rare-wrnty/6200671,77,85.8,175,10.5,240,3958,1683,1432,50
https://www.carlist.my/used-cars/mercedes-benz-r350-amg-4-matic-facelift-a-full-spec-dvd-leather-07-2011/6366959,NA,NA,272,NA,350,5157,1922,1656,93
https://www.carlist.my/used-cars/2016-honda-accord-2-0-a-vti-l-f-service-69k-mile/6485454,81,96.9,155,10.6,190,4870,1850,1465,65
https://www.carlist.my/used-cars/2013-ford-ranger-2-2-xlt-m/6619393,NA,NA,150,NA,375,5359,1850,1815,80
https://www.carlist.my/used-cars/2009-toyota-alphard-3-5-gl-a/6619351,94,83,280,NA,344,4850,1830,1890,65
https://www.carlist.my/used-cars/2007-honda-accord-2-0-facelift-1careful-owner/6461213,86,86,204,9.8,186,4830,1820,1455,65
https://www.carlist.my/used-cars/2012-honda-accord-2-4-a-b-kit-1owner-hi-spec/6212592,87,99,181,10.51,222,4945,1845,1475,70
https://www.carlist.my/used-cars/jaguar-xjl-xj-2-0-petrol-luxury-panoramic-pow-boot/6594002,NA,NA,241,NA,340,5248,1895,1448,82
https://www.carlist.my/used-cars/2015-toyota-vios-1-5-a-trd-bodykits-tip-top-condition-carking/6612150,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2009-honda-accord-2-0-a-1careful-owner/6219316,81,96.9,156,10.61,189,4945,1845,1475,70
https://www.carlist.my/used-cars/2013-honda-accord-2-4-a-b-kit-1owner-high-spec/6276877,87,99,181,10.51,222,4945,1845,1475,70
https://www.carlist.my/used-cars/mazda-cx-9-3-7-4wd-bose-f-spec-s-roof-pwboot-wrnty/6614575,95.5,86.7,277,10.31,366,5074,1936,1728,76
https://www.carlist.my/used-cars/2013-nissan-grand-livina-1-8-impul-bodykits-facelift/6613470,84,81.1,126,9.91,174,4420,1690,1590,52
https://www.carlist.my/used-cars/2013-ford-ranger-3-2-xlt-m-4x4-canopy-like-new/6140826,NA,NA,200,NA,470,5359,1850,1815,80
https://www.carlist.my/used-cars/pre-ownered-2018-mercedes-benz-a250-2-0-sport-hatchback-call-for-best-deal/6617598,NA,NA,222,9.8,350,4292,1780,1433,50
https://www.carlist.my/used-cars/2008-bmw-x6-3-0-twin-turbo-super-nice-condition/6171937,NA,NA,286,NA,580,4877,1983,1690,NA
https://www.carlist.my/used-cars/2013-hyundai-santa-fe-2-2-crdi-executive-plus-suv-wrty-3year/6619167,85.4,96,197,16,436,4690,1880,1680,64
https://www.carlist.my/used-cars/2010-bmw-730li-3-0-cbu-p-boots-1owner-like-new/6261906,85,88,258,NA,310,5212,1902,1478,82
https://www.carlist.my/used-cars/2013-peugeot-3008-1-6-suv-full-spec-panoramic-roof-comfortable-suv-in-market/6618380,77,85.8,155,NA,240,4365,1837,1635,60
https://www.carlist.my/used-cars/2010-bmw-325i-2-5-ckd-m-sport-1owner-high-spec/6488001,82,78.8,222,NA,250,4531,1817,1421,63
https://www.carlist.my/used-cars/2014-porsche-911-3-8-carrera-s-991-full-spec-excellent-condition-no-repair-needed-see-to-believe-gts-turbo-4s-cayman-boxster-panamera-m4-m5/6388500,NA,NA,400,12.51,440,4491,1808,1295,64
https://www.carlist.my/used-cars/2010-hyundai-tucson-2-0-sunroof-suv-high-spec-a/6489190,82,93.5,141,10.1,NA,4325,1795,1680,58
https://www.carlist.my/used-cars/2010-bmw-325i-2-5-local-lci-m-sport-1owner-hi-spec/6165698,82,78.8,222,NA,250,4531,1817,1421,63
https://www.carlist.my/used-cars/2018-bmw-x3-2-0-xdrive30i-luxury-suv-33k-km-1-owner/6619147,82,94.6,252,NA,350,4708,1891,1676,65
https://www.carlist.my/used-cars/2011-bmw-320d-2-0-lci-m-sport-i-drive-hi-spec/6366566,84,90,184,NA,380,4531,1817,1421,61
https://www.carlist.my/used-cars/2007-lexus-is250-2-5-facelift-a-f-sport-edition/6446178,83,77,208,12,252,4575,1800,1425,65
https://www.carlist.my/used-cars/with-trunk-cover-2010-nissan-navara-2-5-m-standard-6-speed-4wd-pickup-truck/6619118,89,100,174,16.51,403,5230,1850,1780,80
https://www.carlist.my/used-cars/2014-bmw-316i-f30-m-sport-kit-1owner-like-new/6508524,77,85.8,136,10.5,220,4624,1811,1429,60
https://www.carlist.my/used-cars/2010-toyota-wish-1-8-s-mpv-well-maintained/6352830,80.5,88.3,143,10.6,173,4600,1720,1590,60
https://www.carlist.my/used-cars/2011-mercedes-benz-e250-1-8-a-premium-selection/6619122,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/2014-mazda-6-2-5-skyactiv-g-sedan/6551769,89,100,188,13,250,4865,1840,1450,62
https://www.carlist.my/used-cars/2011-hyundai-sonata-2-0-theta-ii-high-spec-sedan/6570395,86,86,166,10.51,197,4821,1834,1471,70
https://www.carlist.my/used-cars/2011-kia-forte-1-6-sx-a-6-speed-paddle-shift/6619100,NA,NA,124,NA,156,4530,1775,1460,52
https://www.carlist.my/used-cars/2013-nissan-teana-2-5-premium-a-well-maintained-fast-deal/6558317,85,73.3,182,9.81,228,4850,1795,1480,70
https://www.carlist.my/used-cars/2005-toyota-camry-2-0-e-sedan-facelift-perfect-condition/6488810,86,86,196,9.8,190,4825,1810,1490,70
https://www.carlist.my/used-cars/2007-toyota-camry-2-4-v-a-well-maintained-fast-deal/6558336,85.5,96,167,9.81,224,4825,1820,1470,70
https://www.carlist.my/used-cars/2011-bmw-730li-3-0-sedan-origin-super-full-spec-bmw-my/6488868,85,88,258,NA,310,5212,1902,1478,82
https://www.carlist.my/used-cars/2013-perodua-alza-1-5-ezi-mpv-full-skirting/6319722,NA,NA,103,NA,136,4205,1695,1620,42
https://www.carlist.my/used-cars/2011-toyota-avanza-1-5-g-a-suv-full-spec/6022192,72,91.8,109,NA,141,4120,1635,1695,45
https://www.carlist.my/used-cars/2015-mercedes-benz-s400l-3-5-hybrid-panaromic-roof-powerboot-paddle-shift/6618960,92,86,306,12,370,5246,1899,1496,70
https://www.carlist.my/used-cars/2012-ford-fiesta-1-6-sport-edition-bodykit-new-paint-work-comfort-sport-car/6618323,79,81.4,120,11.1,152,3950,1722,1475,42
https://www.carlist.my/used-cars/2014-bmw-328i-2-0-luxury-line-sedan-under-warranty-1-carefull-owner-on-time-service/6609110,84,90.1,245,10.01,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2003-honda-accord-2-4-vti-l-sedan-car-registration-card-attached-under-warranty/6252751,87,99,160,9.3,218,4830,1820,1455,65
https://www.carlist.my/used-cars/2015-bmw-320i-2-0-sport-line-auto-full-service-record-free-services-and-warranty-by-auto-bavaria-61kkm-only/6615230,NA,NA,184,11,270,4624,1811,1429,60
https://www.carlist.my/used-cars/2014-honda-civic-2-0-navi-i-vtec-sedan-1-owner/6471309,81,96.9,155,10.61,190,4525,1755,1435,50
https://www.carlist.my/used-cars/2006-bmw-x5-3-0-sport-package-a-japan-spec/5322250,90,84,204,18,480,4667,1872,1715,93
https://www.carlist.my/used-cars/2018-mercedes-benz-e200-2-0-avantgarde-a-demo-car/5529164,83,92,184,9.8,300,4923,1852,1468,66
https://www.carlist.my/used-cars/2019-mercedes-benz-e350-2-0-amg-a-demo-car/6482169,NA,NA,299,NA,400,4923,1852,1468,NA
https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-m-muka-rendah-1990-loan-kedai-senang-lulus/6615746,72,79.7,87,10,116,3720,1665,1550,40
https://www.carlist.my/used-cars/2012-toyota-estima-2-4-aeras-mpv/6618470,88.5,96,170,9.8,223,4795,1800,1745,65
https://www.carlist.my/used-cars/2012-toyota-vellfire-3-5-v-mpv/6618707,94,83,280,10.81,344,4870,1830,1890,65
https://www.carlist.my/used-cars/bmw-520i-limousine-new-f10-model-used-2013-vvip-owner/6618811,NA,NA,184,NA,270,4899,1860,1464,NA
https://www.carlist.my/used-cars/2015-toyota-avanza-1-5-g-mpv-full-service-record-by-toyota/6608159,NA,NA,103,NA,136,4150,1600,1695,45
https://www.carlist.my/used-cars/2018-mazda-cx-5-2-0-skyactiv-g-gls-suv/6542308,83.5,91.2,165,14,210,4550,1840,1675,56
https://www.carlist.my/used-cars/2016-mazda-cx-3-2-0-skyactiv-suv/6618776,83.5,91.2,156,13,204,4275,1765,1535,48
https://www.carlist.my/used-cars/2018-volvo-s60-2-0-t6-drive-e-mile-25k-u-warranty/6613164,NA,NA,310,NA,400,4635,1865,1484,68
https://www.carlist.my/used-cars/2019-perodua-bezza-1-3-x-a/6567157,72.5,80.5,95,11.5,121,4150,1620,1510,36
https://www.carlist.my/used-cars/mercedes-benz-gle450-amg-4matic-3-0-used-2015-vvip-owner-60k-miles/6618759,NA,NA,367,10.5,520,4900,2003,1700,93
https://www.carlist.my/used-cars/2015-bmw-520i-2-0-facelift-mile-84k-1year-wrrnty/6613269,84,90.1,184,10,270,4907,1860,1462,70
https://www.carlist.my/used-cars/2015-mini-cooper-1-6-s-countryman-local-1year-wrty/6613079,NA,NA,120,NA,155,4097,1789,1561,47
https://www.carlist.my/used-cars/2013-bmw-328i-sports-2-0-f30-local-1year-warranty/6613129,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2014-volvo-s60-2-0-t5-sedan-ckd-local-p-start-memory-seat-leather-seat-warranty/6371965,87.5,83.1,241,NA,320,4628,2097,1484,67
https://www.carlist.my/used-cars/2014-mercedes-benz-e250-2-0-coupe/6348812,83,92,211,9.8,350,4703,1786,1397,NA
https://www.carlist.my/used-cars/2005-porsche-boxster-3-2-s-986-soft-top-tip-top-condition-cash-deal-only/6313568,93,78,280,11,320,4329,1801,1295,NA
https://www.carlist.my/used-cars/2010-toyota-camry-2-0-g-sedan/6480149,86,86,147,9.81,190,4825,1820,1470,70
https://www.carlist.my/used-cars/2013-14-ford-fiesta-1-5-sport-facelift-keyless-one-owner-hatchback/6184963,79,76.4,111,11,140,3982,1722,1489,43
https://www.carlist.my/used-cars/1996-mercedes-benz-c200-2-0-avantgarde-local-1-owner/6483384,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2012-kia-forte-2-0-sx-sedan-well-maintained/6210315,NA,NA,156,NA,194,4530,1775,1460,52
https://www.carlist.my/used-cars/2012-mercedes-benz-c250-cgi-1-8-avantgarde-sedan-full-spec-good-performance-dato-owner-paddle-shift-call-now/6618692,NA,NA,204,9.31,310,4591,1770,1447,66
https://www.carlist.my/used-cars/2012-nissan-teana-2-5-full-spec-original-condition-100-percent-satisfy/6548536,85,73.3,182,9.81,228,4850,1795,1480,70
https://www.carlist.my/used-cars/2010-kia-forte-1-6-sx-a/6379555,77,85.4,124,10.5,156,4530,1775,1460,52
https://www.carlist.my/used-cars/1996-honda-accord-2-2-exi-s-a/6205157,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2014-perodua-alza-a-1-5-advance-best-deal/6614992,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2013-perodua-myvi-a-1-5-extreme/6614991,72,91.8,103,10.01,136,3775,1665,1545,40
https://www.carlist.my/used-cars/2009-perodua-viva-847-ex-hatchback-true-year-make/6492786,66.6,81,53,10,76,3575,1475,1530,36
https://www.carlist.my/used-cars/mercedes-benz-c250-1-8-a-cgi-blueefcy-hp204-navigation-ckd-model/6618566,NA,NA,184,9.3,270,4581,2020,1447,66
https://www.carlist.my/used-cars/bmw-528i-2-0-a-f10-original-m-sport-8-speed-hp245/6618638,84,90.1,245,10,350,4907,1860,1462,70
https://www.carlist.my/used-cars/2005-bentley-continental-6-0-gt-coupe-tiptop-one-careful-owner/6618602,84,72,560,9,650,4808,1965,1390,90
https://www.carlist.my/used-cars/year-make-2015-toyota-hiace-2-5d-m-facelift-window-van-on-the-road-price/6327508,NA,NA,102,NA,260,2930,1545,1565,70
https://www.carlist.my/used-cars/2014-honda-cr-v-2-4-i-vtec-keyless-4wd-facelift-2-0/6559607,87,99,190,10,222,4545,1820,1685,58
https://www.carlist.my/used-cars/2014-hyundai-i10-1-2-kappa-colourz-premium-edition-full-service-record-50k-km-by-hyundai/6266852,71,78.8,87,10.5,120,3565,1595,1540,35
https://www.carlist.my/used-cars/2007-toyota-yaris-1-5-s-sporty-car-king-condition/6593642,75,84.7,109,10.5,141,NA,NA,,42
https://www.carlist.my/used-cars/2011-toyota-innova-2-0-g-a-hot-mpv-car-in-market/6303797,86,86,136,9.8,182,4555,1770,1755,55
https://www.carlist.my/used-cars/2004-proton-gen-2-1-6-hatchback-excellent-condition/6617465,76,78,111,NA,148,4310,1725,1435,50
https://www.carlist.my/used-cars/toyota-vios-1-5-g-a-low-dp-keyless-push-start-ori-2014/6554639,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se/6618540,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2014-kia-picanto-1-2-hatchback/6515802,71,78.8,92,NA,120,3595,1595,1490,35
https://www.carlist.my/used-cars/2014-perodua-alza-1-5-a-se/6618502,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2011-proton-persona-1-6-a-elegance-base-line/6618483,76,88,111,NA,148,4477,1725,1438,50
https://www.carlist.my/used-cars/mazda-cx-5-2-0-a-4wd-sunroof-fully-service-muka-rm-1k/6395685,83.5,91.2,154,13,198,4555,1840,1670,58
https://www.carlist.my/used-cars/2012-mitsubishi-pajero-sport-2-5-vgt-a-car-king-condition/6460910,91.1,95,178,16.5,350,4695,1815,1840,70
https://www.carlist.my/used-cars/2008-hyundai-santa-fe-2-2-crdi-a/6594849,87,92,150,17.3,335,4675,1890,1795,75
https://www.carlist.my/used-cars/2010-toyota-vios-1-5-j-a/6594848,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2011-true-proton-satria-1-6-neo-a-r3-h-line-new-2k-paint-mileage-77k-km-raya-promotion/6618367,NA,NA,126,NA,150,3898,1745,1434,50
https://www.carlist.my/used-cars/2016-toyota-corolla-altis-1-8-g-spec-ori-leather-seat-push-strt-keyless-dvd-plyer-reverse-camera-facelift-model/6570371,NA,NA,139,NA,173,4620,1776,1460,55
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-m-original-se-limited-model-blacklist-ptptn-can-loan/6112413,72,79.7,91,NA,117,3695,1665,1570,40
https://www.carlist.my/used-cars/2015-porsche-macan-s-3-0-gts-twin-turbo-cbu-2016-2-0-porsche-malaysia-2-year-car-warranty-full-spec-service-record-sport-ekzos-sport-bodykit/5723900,NA,NA,340,9.8,460,4681,1923,1624,65
https://www.carlist.my/used-cars/2012-porsche-911-carrera-s-3-8-4s-aerokit-c4s-sunroof/6570380,NA,NA,400,12.51,440,4491,1808,1295,64
https://www.carlist.my/used-cars/2013-toyota-vios-1-5-original-g-limited-sedan-facelift-leather-seat-4-new-tyre/6605163,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2012-audi-a5-2-0-tfsi-turbo-quattro-s-line-coupe-new-facelift-cbu-hi-spec/6433222,NA,NA,211,NA,350,4625,1854,1372,NA
https://www.carlist.my/used-cars/2015-toyota-vellfire-3-5-g-edition-mpv-executive-lounge-a-2016-360-surrounding-camera-full-jbl-sound-system/6561954,94,83,280,10.81,344,4935,1850,1880,65
https://www.carlist.my/used-cars/2011-lexus-ct200h-1-8-luxury-hatchback/6588198,NA,NA,99,NA,142,4320,1765,1430,NA
https://www.carlist.my/used-cars/ferrari-f430-4-3l-v8-2006-grigio-silverstone/6615045,NA,NA,489,NA,465,4512,1923,1214,NA
https://www.carlist.my/used-cars/2014-nissan-almera-1-5-vl-sedan/6468436,78,78.4,102,10.1,139,4425,1695,1510,41
https://www.carlist.my/used-cars/honda-city-1-5-v-tec-a-2009-1-owner-only-original-paint-and-seat-tiptop-condition-view-to-confirm/6579669,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/perodua-axia-998-g-hatchback-a-2016-full-service-record-1-lady-owner-only-tiptop-condition-view-to-confirm/6605784,71,84,67,NA,90,3640,1620,1510,33
https://www.carlist.my/used-cars/honda-jazz-1-5-a-cash-buyer-bodykits-original-2005/6618339,73,89.4,90,10.5,131,4310,1690,1485,42
https://www.carlist.my/used-cars/1999-proton-perdana-2-0-v6-sedan-accident-free-tiptop-condition/6569745,78.4,69,150,10,176,4610,1730,1400,64
https://www.carlist.my/used-cars/2015-mercedes-benz-gla200-1-6-suv/6613096,73.7,83,156,10.3,250,4417,1804,1494,50
https://www.carlist.my/used-cars/2004-toyota-harrier-3-0-300g-suv-harga-naik-jalan-otr-without-insurance-roadtax/6618310,87.5,83,299,10.5,304,4730,1845,1680,75
https://www.carlist.my/used-cars/2015-perodua-alza-1-5-se-mpv/6618300,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2011-bmw-523i-2-5-sedan-new-year-promo/6461875,82,78.8,204,11,250,4899,1860,1464,70
https://www.carlist.my/used-cars/2017-renault-fluence-2-0-dynamique-sedan/6555551,84,90.1,143,10.2,195,4618,1813,1485,60
https://www.carlist.my/used-cars/2012-mazda-2-1-5-r-sedan/6555635,78,78.4,103,10,135,4263,1695,1476,42
https://www.carlist.my/used-cars/2010-kia-forte-2-0-sx-sedan/6555684,86,86,156,10.5,194,4530,1775,1460,52
https://www.carlist.my/used-cars/2015-perodua-axia-998-g-hatchback/6558740,71,84,67,NA,90,3640,1620,1510,33
https://www.carlist.my/used-cars/2016-renault-captur-1-2-suv/6555497,NA,NA,116,NA,190,4122,1778,1566,45
https://www.carlist.my/used-cars/2017-perodua-bezza-1-3-x-premium-sedan/6566768,72.5,80.5,95,11.5,121,4150,1620,1510,36
https://www.carlist.my/used-cars/2013-perodua-viva-989-ez-elite-hatchback/6580863,72,81,61,10,90,3575,1475,1530,36
https://www.carlist.my/used-cars/2015-perodua-axia-998-se-hatchback/6580934,71,84,67,NA,90,3640,1620,1510,33
https://www.carlist.my/used-cars/2015-nissan-navara-2-5-le-pickup-truck-a-enhanced-facelift-4x4/6389078,89,100,174,16.5,403,5230,1850,1780,80
https://www.carlist.my/used-cars/condition-in-excellent-2012-kia-forte-1-6-sx-a/6475050,NA,NA,124,NA,156,4530,1775,1460,52
https://www.carlist.my/used-cars/mileage-94416-toyota-avanza-1-3-mpv/6602676,72,79.7,88,10,120,4070,1630,1690,45
https://www.carlist.my/used-cars/2012-proton-preve-1-6-executive-manual/6538529,76,88,109,NA,150,4543,1786,1524,50
https://www.carlist.my/used-cars/2008-perodua-viva-847-ex-hatchback/6543644,66.6,81,53,10,76,3575,1475,1530,36
https://www.carlist.my/used-cars/2014-kia-cerato-1-6-yd-full-spec-car-king/5975220,77,85.4,129,NA,157,4560,1780,1445,50
https://www.carlist.my/used-cars/2002-mini-cooper-1-6-s-hatchback-m/6549594,77,85.8,170,8.3,220,3655,1925,1416,50
https://www.carlist.my/used-cars/2017-bmw-318i-luxury-1-5-f30-mile-41k-full-service/6618108,82,94.6,136,11,220,4633,1811,1429,60
https://www.carlist.my/used-cars/2013-toyota-corolla-altis-1-8-g-a-low-mileage-tip-top/6618197,NA,NA,140,NA,173,4540,1760,1465,NA
https://www.carlist.my/used-cars/2019-perodua-aruz-1-5-av-promo-siap-otr-super-low-mileage-brand-new/6564941,NA,NA,102,NA,133,4435,1695,1740,45
https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-se-a-hatchback/6579721,72,91.8,103,10,136,3685,1665,1570,40
https://www.carlist.my/used-cars/2010-proton-saga-1-3-m-blm-m-line-sedan/6557490,NA,NA,95,NA,120,4257,1680,1502,40
https://www.carlist.my/used-cars/2013-proton-exora-1-6-a-bold-cfe-premium-mpv/6579802,NA,86,140,8.9,205,4592,1809,1691,55
https://www.carlist.my/used-cars/2013-nissan-almera-1-5-a-vl-sedan/6259203,78,78.4,102,10.1,139,4425,1695,1510,41
https://www.carlist.my/used-cars/2015-proton-iriz-1-6-a-executive-hatchback/6393829,76,88,109,10,150,3920,1722,1554,40
https://www.carlist.my/used-cars/2015-nissan-x-trail-2-5-a-suv/6549947,89,100,171,10,233,4640,1820,1715,60
https://www.carlist.my/used-cars/2014-nissan-sylphy-1-8-vl-a-sedan/6549864,NA,NA,131,9.9,174,4615,1760,1495,52
https://www.carlist.my/used-cars/2015-nissan-almera-1-5-e-sedan/6618124,78,78.4,102,10.1,139,4425,1695,1500,41
https://www.carlist.my/used-cars/2010-volkswagen-tiguan-2-0-tsi-suv/6447528,NA,NA,200,NA,280,4457,1809,1686,64
https://www.carlist.my/used-cars/true-year-2012-kia-forte-2-0-71000km-leather-seat-bodykit-pedal-shift/6026964,NA,NA,156,NA,194,4530,1775,1460,52
https://www.carlist.my/used-cars/2009-proton-exora-1-6-a-cps-m-line-mpv/6610694,NA,NA,126,10,150,4592,1809,1691,55
https://www.carlist.my/used-cars/2008-toyota-estima-2-4-aeras-mpv/6617418,88.5,96,170,9.8,220,4795,1800,1750,65
https://www.carlist.my/used-cars/2011-toyota-camry-2-0-e-special-version/6618193,86,86,147,9.81,190,4825,1820,1470,70
https://www.carlist.my/used-cars/2008-honda-city-1-5-vtec-a-free-warranty-full-bodykits/6575174,73,89.4,110,10.1,143,4390,1690,1485,42
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-a-free-1-year-warranty-ori-mileage/6474170,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2002-toyota-camry-2-4-v-a-only-cash/6542629,88.5,96,207,9.6,218,4825,1810,1500,70
https://www.carlist.my/used-cars/2017-honda-accord-2-0-i-vtec-vti-sedan-accident-free-low-mileage-tip-top-condition-push-start-button-reverse-camera-multi-function-steering/6618153,NA,NA,211,NA,190,4935,1850,1465,65
https://www.carlist.my/used-cars/2015-subaru-xv-2-0-sti-performance-suv/6617204,NA,NA,150,NA,196,4450,1780,1615,60
https://www.carlist.my/used-cars/2015-mini-cooper-1-5-turbo-5-door-a-cbu/6112211,82,94.6,136,11,220,3982,1727,1425,40
https://www.carlist.my/used-cars/2015-lexus-es250-2-5-luxury-high-spec/6473426,90,98,184,10.4,235,4900,1820,1450,65
https://www.carlist.my/used-cars/2013-honda-cr-v-2-0-4wd-f-service-89k-mileage/6508551,81,96.9,155,10.6,190,4545,1820,1685,58
https://www.carlist.my/used-cars/2018-perodua-myvi-1-3-g-hatchback-full-service-record-lecture-owner-100-accident-free-original-paint-no-need-repair-car-king/6529383,NA,NA,95,NA,121,3895,1735,1515,36
https://www.carlist.my/used-cars/2013-ford-fiesta-1-6-sport-hatchback-tiptop-condition-sport-rim-with-full-body-kit/6436387,79,81.4,120,11.1,152,3950,1722,1475,42
https://www.carlist.my/used-cars/2011-hyundai-santa-fe-2-2-crdi-premium-suv-1-owner-100-accident-free-original-condition-full-leather-seat-no-need-repair-see-to-belive/6563185,NA,NA,196,16,442,4660,1890,1760,70
https://www.carlist.my/used-cars/2010-toyota-wish-1-8-mpv-push-start-7-seater-dvd-player-100-accident-free-original-condition/6525811,80.5,88.3,143,10.6,173,4590,1695,1590,60
https://www.carlist.my/used-cars/2016-perodua-myvi-1-3-premium-x-facelift-a-tip-top-ac-free/5980931,72,79.7,91,NA,117,3695,1665,1570,40
